Soil_Type,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Previous_Crop,Region,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Fertilizer_Used_Last_Season,Yield_Last_Season,Recommended_Fertilizer
Silt,Wheat,Harvest,Rabi,Drip,Potato,South,8.38,46.08,0.26,1.78,97,16,55,12.21,38.66,1555.49,201.09,1.52,DAP
Clay,Sugarcane,Vegetative,Zaid,Drip,Maize,Central,5.19,27.95,1.38,2.52,124,73,50,10.34,85.62,1764.59,255.12,1.91,Compost
Loamy,Maize,Harvest,Rabi,Drip,Cotton,South,5.39,16.12,0.9,2.97,101,86,13,33.5,67.43,2346.08,276.95,3.38,MOP
Clay,Sugarcane,Sowing,Rabi,Canal,Maize,Central,6.6,20.84,0.42,2.56,105,13,96,14.14,56.36,1885.79,298.45,1.56,DAP
Loamy,Wheat,Sowing,Rabi,Drip,Maize,South,4.87,53.24,0.79,1.71,99,30,17,27.33,56.3,2596.38,238.02,5.85,DAP
Silt,Cotton,Flowering,Kharif,Sprinkler,Rice,North,6.25,52.87,1.49,1.87,68,87,19,12.83,75.9,2820.31,78.53,7.32,MOP
Clay,Maize,Vegetative,Kharif,Drip,Sugarcane,Central,6.83,57.58,0.6,2.49,68,45,111,18.87,40.77,1661.59,86.62,5.97,NPK
Sandy,Wheat,Vegetative,Rabi,Drip,Cotton,North,6.59,13.8,0.55,0.16,62,16,14,14.74,55.05,2209.49,174.56,5.15,DAP
Sandy,Tomato,Flowering,Kharif,Sprinkler,Sugarcane,North,5.82,36.84,0.35,2.86,89,86,83,32.09,33.78,1548.25,218.83,7.62,Compost
Clay,Tomato,Vegetative,Zaid,Canal,Tomato,North,6.67,42.43,0.98,1.64,90,44,99,30.18,34.8,2736.98,82.05,3.71,NPK
Silt,Rice,Vegetative,Kharif,Canal,Rice,North,8.34,45.53,0.32,2.86,28,58,89,14.06,61.58,285.49,149.53,1.12,Urea
Silt,Tomato,Vegetative,Zaid,Rainfed,Tomato,South,5.32,42.19,1.2,2.32,109,20,68,11.78,52.85,2212.11,195.72,1.58,DAP
Sandy,Maize,Flowering,Zaid,Sprinkler,Maize,West,7.12,48.5,1.39,0.54,21,33,67,23.99,73.17,1589.76,100.08,7.38,Urea
Clay,Sugarcane,Sowing,Kharif,Canal,Maize,East,4.67,27.97,1.41,0.58,22,31,32,15.87,89.2,371.17,224.77,7.8,Urea
Silt,Tomato,Vegetative,Kharif,Sprinkler,Sugarcane,North,4.77,18.97,0.34,1.13,28,52,70,10.24,81.57,2287.92,134.67,1.42,Urea
Sandy,Rice,Vegetative,Rabi,Sprinkler,Maize,South,6.71,20.23,0.93,0.87,31,60,26,17.93,56.51,1299.9,117.84,7.43,Urea
Loamy,Potato,Vegetative,Kharif,Sprinkler,Tomato,East,4.92,10.6,0.33,1.37,123,58,37,16.46,52.67,1676.2,68.25,2.15,MOP
Clay,Potato,Flowering,Rabi,Rainfed,Potato,South,4.59,27.52,0.94,1.85,75,31,27,30.55,65.1,2195.86,220.63,3.56,DAP
Loamy,Cotton,Vegetative,Zaid,Rainfed,Maize,North,5.19,14.59,1.26,1.37,124,88,61,35.83,35.5,905.79,104.23,6.27,Compost
Loamy,Cotton,Vegetative,Kharif,Sprinkler,Cotton,South,6.76,26.07,0.9,0.26,82,27,67,17.13,89.26,1007.32,79.7,3.78,DAP
Silt,Sugarcane,Harvest,Rabi,Sprinkler,Maize,East,7.31,41.41,1.33,2.93,65,53,50,16.69,88.86,1198.65,125.86,6.43,Urea
Silt,Tomato,Flowering,Rabi,Drip,Maize,West,5.31,54.72,1.24,1.33,79,41,84,21.63,85.38,2293.33,232.38,5.75,Compost
Silt,Potato,Flowering,Rabi,Drip,Sugarcane,North,7.17,51.98,0.56,2.57,51,67,107,15.18,69.73,2949.09,120.72,7.52,Urea
Clay,Potato,Vegetative,Rabi,Drip,Rice,North,5.23,22.63,1.02,0.31,110,65,119,38.4,60.19,1216.29,57.53,4.08,Compost
Loamy,Tomato,Sowing,Zaid,Sprinkler,Tomato,North,6.95,16.7,0.21,2.45,80,83,88,17.31,72.4,1910.23,202.11,4.6,Compost
Clay,Tomato,Flowering,Zaid,Rainfed,Maize,South,6.15,19.65,0.71,0.6,113,18,10,12.8,48.86,1107.34,195.1,6.39,DAP
Silt,Sugarcane,Sowing,Zaid,Sprinkler,Cotton,Central,7.12,58.55,0.51,2.07,151,72,106,26.71,81.13,2655.0,267.12,7.8,NPK
Loamy,Rice,Harvest,Zaid,Canal,Rice,North,8.48,37.47,1.42,2.02,149,13,82,26.13,38.08,2819.42,91.36,3.53,DAP
Clay,Wheat,Sowing,Zaid,Drip,Potato,North,8.25,19.13,0.73,2.74,74,47,117,28.96,78.21,730.94,287.12,7.56,Zinc Sulphate
Clay,Tomato,Vegetative,Rabi,Sprinkler,Cotton,South,4.52,52.04,1.05,1.03,60,51,26,39.0,82.05,2031.47,62.53,5.81,MOP
Sandy,Maize,Sowing,Kharif,Canal,Sugarcane,South,8.04,29.76,1.15,0.42,158,16,88,19.7,40.21,2736.66,192.05,7.32,DAP
Clay,Maize,Sowing,Rabi,Canal,Rice,North,4.77,54.96,1.21,2.61,34,51,13,20.79,58.71,1529.96,245.17,2.89,Urea
Silt,Rice,Vegetative,Kharif,Drip,Wheat,Central,8.31,23.03,1.16,1.06,120,69,110,20.11,83.5,1138.96,240.8,6.02,Zinc Sulphate
Clay,Sugarcane,Flowering,Zaid,Sprinkler,Cotton,South,5.63,29.66,0.58,0.77,86,29,55,28.86,87.56,2735.83,214.35,3.97,DAP
Loamy,Sugarcane,Harvest,Kharif,Sprinkler,Wheat,South,6.03,35.25,1.09,1.51,131,72,79,28.12,78.68,922.04,290.69,3.91,Compost
Clay,Wheat,Flowering,Kharif,Drip,Cotton,North,4.87,54.63,0.91,0.52,76,30,15,25.86,86.45,779.88,157.22,2.13,DAP
Sandy,Cotton,Sowing,Zaid,Canal,Rice,Central,4.95,53.44,0.98,0.96,52,14,92,20.93,86.22,2665.51,214.5,3.03,Urea
Loamy,Tomato,Flowering,Rabi,Sprinkler,Cotton,East,7.41,38.72,0.2,1.22,84,39,32,22.83,88.78,1974.11,80.49,6.58,DAP
Loamy,Cotton,Harvest,Kharif,Sprinkler,Sugarcane,East,8.28,21.09,0.54,0.9,20,72,103,33.78,54.8,718.12,138.89,5.37,Urea
Sandy,Rice,Vegetative,Zaid,Canal,Potato,North,6.94,30.17,1.41,1.41,150,68,10,28.28,47.22,2000.03,79.41,2.71,MOP
Silt,Tomato,Vegetative,Kharif,Drip,Cotton,Central,7.36,58.78,0.58,1.22,28,47,82,31.49,67.98,2653.4,192.0,6.67,Urea
Loamy,Rice,Sowing,Rabi,Sprinkler,Maize,Central,7.55,40.39,0.77,2.35,51,45,70,18.3,41.33,450.06,270.82,7.65,Urea
Silt,Cotton,Harvest,Rabi,Rainfed,Cotton,South,5.55,49.05,0.44,2.76,96,47,31,37.34,63.42,918.73,139.49,3.97,MOP
Loamy,Tomato,Vegetative,Zaid,Drip,Rice,North,4.68,32.49,0.38,0.39,64,32,74,11.05,64.76,1891.79,223.99,7.73,DAP
Loamy,Potato,Harvest,Zaid,Canal,Potato,East,4.51,36.6,0.47,2.49,114,32,66,27.87,78.39,521.97,112.88,2.49,DAP
Silt,Wheat,Vegetative,Rabi,Canal,Rice,South,5.9,31.45,0.92,2.8,40,67,45,34.37,51.71,2735.26,189.08,1.37,Urea
Loamy,Wheat,Harvest,Rabi,Sprinkler,Sugarcane,North,5.47,45.15,1.39,2.09,42,57,34,35.99,66.11,1860.26,86.18,1.29,Urea
Silt,Rice,Vegetative,Zaid,Sprinkler,Sugarcane,South,4.75,52.57,0.62,2.99,136,15,25,19.59,84.2,1837.96,52.51,5.52,DAP
Sandy,Maize,Vegetative,Kharif,Sprinkler,Tomato,North,5.22,35.37,0.62,1.07,123,55,35,23.79,55.31,356.5,297.67,5.81,MOP
Silt,Maize,Harvest,Zaid,Rainfed,Maize,South,5.0,34.04,0.93,2.51,49,24,101,11.05,64.3,1379.67,259.82,5.39,Urea
Sandy,Cotton,Sowing,Zaid,Drip,Maize,South,8.16,27.01,0.66,2.05,134,10,14,33.69,77.24,745.78,207.64,6.86,DAP
Loamy,Sugarcane,Harvest,Rabi,Canal,Maize,Central,5.06,18.85,1.38,1.04,88,83,31,13.74,44.98,2463.88,116.52,5.76,MOP
Silt,Tomato,Vegetative,Zaid,Drip,Tomato,West,6.65,56.96,0.69,2.14,93,42,23,22.84,36.2,1141.16,236.24,6.27,MOP
Loamy,Sugarcane,Harvest,Rabi,Sprinkler,Rice,North,6.87,25.8,0.84,1.58,83,33,82,39.72,70.91,1328.49,75.53,4.87,DAP
Silt,Maize,Harvest,Kharif,Canal,Cotton,Central,6.67,50.03,0.89,0.65,58,79,87,37.53,52.23,1993.84,208.15,2.67,Urea
Sandy,Wheat,Flowering,Rabi,Sprinkler,Tomato,North,4.9,45.77,1.22,0.6,74,23,89,19.9,52.9,2208.78,250.96,1.94,DAP
Sandy,Cotton,Harvest,Rabi,Drip,Wheat,Central,5.78,49.55,0.93,2.17,26,79,103,16.72,85.81,2411.94,218.28,7.7,Urea
Silt,Tomato,Vegetative,Kharif,Rainfed,Tomato,East,4.71,56.84,0.51,2.16,58,47,105,17.55,54.47,689.62,240.29,2.78,Urea
Sandy,Tomato,Sowing,Rabi,Canal,Maize,Central,6.08,41.17,0.36,1.64,123,20,79,30.54,87.22,935.15,68.51,2.78,DAP
Loamy,Tomato,Sowing,Rabi,Rainfed,Sugarcane,East,5.25,54.9,1.42,1.55,115,72,26,31.77,36.38,458.68,59.95,7.38,MOP
Loamy,Rice,Flowering,Zaid,Rainfed,Sugarcane,East,6.75,18.38,1.24,0.62,53,41,10,16.49,50.58,2598.05,157.89,7.36,Urea
Clay,Tomato,Vegetative,Zaid,Drip,Maize,South,7.27,41.34,0.23,1.34,54,38,27,17.2,71.58,1083.22,247.89,4.36,Urea
Sandy,Sugarcane,Harvest,Zaid,Rainfed,Tomato,West,6.63,48.61,1.27,2.63,134,39,84,19.7,37.56,553.21,125.13,7.98,DAP
Loamy,Maize,Harvest,Kharif,Drip,Potato,North,6.24,23.58,0.97,2.58,24,38,20,23.0,53.22,1071.79,234.69,2.24,Urea
Silt,Tomato,Sowing,Zaid,Rainfed,Rice,East,6.05,47.04,0.87,2.02,75,20,101,37.52,81.1,360.05,67.95,4.09,DAP
Sandy,Sugarcane,Harvest,Zaid,Canal,Tomato,North,7.87,48.92,0.22,2.99,102,58,21,10.8,75.71,2542.43,213.86,2.08,MOP
Loamy,Potato,Vegetative,Zaid,Rainfed,Sugarcane,South,5.38,51.56,1.22,2.69,26,87,43,29.15,46.93,1003.7,280.96,4.17,Urea
Sandy,Wheat,Flowering,Zaid,Sprinkler,Tomato,West,7.44,25.64,0.46,0.52,72,73,89,35.85,51.39,1180.2,165.06,7.97,Urea
Silt,Wheat,Harvest,Rabi,Drip,Wheat,South,7.53,44.08,1.15,1.26,125,47,83,31.7,60.3,2832.95,64.36,3.39,NPK
Loamy,Sugarcane,Harvest,Zaid,Rainfed,Cotton,West,6.18,25.21,0.22,0.48,61,69,119,16.5,73.88,730.13,230.25,4.15,DAP
Clay,Wheat,Vegetative,Kharif,Drip,Potato,East,5.69,46.95,1.24,1.45,37,77,112,24.3,39.11,771.15,270.93,7.9,Urea
Clay,Rice,Sowing,Kharif,Sprinkler,Sugarcane,Central,6.38,33.15,0.23,2.35,25,16,17,37.31,61.66,1769.31,140.7,2.4,Urea
Sandy,Rice,Harvest,Zaid,Sprinkler,Wheat,West,4.87,39.88,0.51,0.55,151,83,99,13.47,34.4,2922.37,143.0,5.82,Compost
Silt,Maize,Flowering,Rabi,Sprinkler,Tomato,South,4.68,30.79,0.55,2.65,116,16,115,39.63,53.87,2723.31,132.57,4.91,DAP
Loamy,Cotton,Vegetative,Kharif,Sprinkler,Cotton,North,4.95,18.1,0.4,1.75,72,14,51,14.31,41.46,1860.08,76.57,6.91,DAP
Silt,Wheat,Sowing,Zaid,Canal,Rice,East,5.25,18.9,0.83,2.27,40,77,115,14.27,48.54,2474.24,126.55,4.46,Urea
Loamy,Potato,Flowering,Kharif,Rainfed,Wheat,West,6.52,13.88,0.57,0.23,118,56,23,34.39,49.89,1565.34,156.14,4.66,MOP
Sandy,Cotton,Flowering,Rabi,Sprinkler,Potato,East,7.9,40.9,1.49,0.37,103,45,60,34.85,76.21,1416.96,154.61,3.85,Zinc Sulphate
Loamy,Tomato,Harvest,Kharif,Sprinkler,Tomato,East,5.44,52.43,0.95,1.9,150,24,18,11.14,45.91,1321.3,101.54,5.9,DAP
Silt,Sugarcane,Flowering,Zaid,Rainfed,Maize,West,8.24,11.04,0.94,2.53,39,48,92,15.05,69.83,1472.68,188.87,5.6,Urea
Silt,Tomato,Flowering,Kharif,Drip,Potato,North,8.32,13.31,0.49,2.63,23,47,107,38.46,62.0,2179.4,185.12,6.76,Urea
Sandy,Maize,Vegetative,Zaid,Rainfed,Cotton,East,8.34,32.87,0.73,2.1,94,45,47,18.38,78.25,2500.11,145.46,4.14,Zinc Sulphate
Silt,Wheat,Harvest,Rabi,Drip,Rice,East,7.85,46.89,0.36,0.68,34,11,38,10.37,49.29,1812.8,283.72,2.57,Urea
Loamy,Potato,Sowing,Zaid,Rainfed,Tomato,South,5.96,17.89,1.19,0.67,76,24,38,17.62,89.68,2633.05,291.37,3.91,DAP
Sandy,Rice,Sowing,Kharif,Drip,Sugarcane,East,4.79,23.58,0.63,2.66,46,64,37,32.06,47.75,1988.38,219.89,7.2,Urea
Loamy,Sugarcane,Sowing,Zaid,Rainfed,Rice,East,6.78,21.6,1.18,0.43,39,86,97,37.49,64.77,2447.66,121.25,5.75,Urea
Silt,Tomato,Flowering,Rabi,Drip,Wheat,East,6.73,29.95,0.68,2.09,127,69,101,14.65,67.93,2130.9,284.57,6.7,MOP
Sandy,Tomato,Sowing,Zaid,Drip,Maize,East,7.9,21.25,1.49,1.65,98,34,115,16.73,62.29,2366.59,230.31,5.54,DAP
Loamy,Rice,Harvest,Zaid,Sprinkler,Maize,North,8.48,27.63,0.42,1.32,153,23,117,23.25,81.53,253.35,160.17,6.69,DAP
Silt,Sugarcane,Sowing,Kharif,Rainfed,Sugarcane,Central,6.53,46.43,0.2,1.38,37,18,85,32.45,36.78,2628.22,269.75,4.71,Urea
Silt,Potato,Harvest,Rabi,Canal,Potato,Central,5.88,40.55,0.97,2.84,105,58,92,29.76,65.84,2680.62,88.54,1.7,Zinc Sulphate
Clay,Potato,Harvest,Zaid,Sprinkler,Wheat,Central,5.24,14.06,1.44,2.6,68,44,15,19.83,60.38,2555.67,216.28,4.63,MOP
Silt,Tomato,Sowing,Kharif,Canal,Cotton,East,4.52,41.89,1.04,2.61,30,14,11,11.99,55.03,2244.44,119.5,7.97,Urea
Loamy,Rice,Harvest,Rabi,Drip,Tomato,Central,6.54,33.85,0.31,1.28,54,87,62,17.59,50.77,2405.07,187.8,1.64,Urea
Sandy,Potato,Flowering,Zaid,Drip,Wheat,North,6.72,56.73,0.9,0.41,74,26,112,16.59,39.17,707.43,122.59,7.32,DAP
Clay,Rice,Flowering,Rabi,Canal,Sugarcane,South,7.8,24.47,1.38,2.99,114,78,40,10.63,69.0,333.35,194.9,3.57,MOP
Silt,Maize,Sowing,Rabi,Sprinkler,Sugarcane,West,6.52,46.31,0.21,0.52,47,86,46,39.25,37.06,1011.28,157.5,1.64,Urea
Silt,Maize,Sowing,Zaid,Drip,Potato,East,8.17,46.54,0.42,1.6,107,63,65,17.66,79.76,1438.85,195.76,4.75,Zinc Sulphate
Silt,Wheat,Flowering,Kharif,Drip,Maize,East,7.01,21.08,1.26,0.87,128,56,102,35.1,56.86,958.18,69.05,7.7,SSP
Loamy,Rice,Harvest,Kharif,Canal,Potato,East,7.86,55.16,1.36,1.58,43,58,49,24.55,66.33,2637.86,50.8,4.77,Urea
Clay,Cotton,Harvest,Kharif,Drip,Cotton,South,5.09,34.56,1.12,0.98,135,83,21,39.17,34.67,2900.33,245.85,4.0,MOP
Loamy,Sugarcane,Sowing,Zaid,Canal,Wheat,South,7.92,43.94,1.49,2.7,35,71,64,14.49,35.6,2358.22,118.77,1.14,Urea
Clay,Potato,Flowering,Rabi,Rainfed,Rice,Central,7.2,17.29,0.32,2.91,131,32,106,13.32,44.15,1534.5,223.8,7.91,DAP
Sandy,Wheat,Sowing,Kharif,Rainfed,Maize,West,5.18,22.89,0.91,1.29,92,25,66,10.07,76.78,608.14,59.74,2.53,DAP
Loamy,Tomato,Vegetative,Kharif,Drip,Tomato,North,5.26,39.31,1.09,0.3,69,16,54,31.55,59.15,2641.72,215.4,7.84,DAP
Loamy,Maize,Harvest,Rabi,Rainfed,Rice,West,8.21,25.95,1.11,2.02,130,52,34,19.19,48.65,2557.6,228.94,2.85,MOP
Sandy,Sugarcane,Vegetative,Zaid,Drip,Rice,North,4.63,34.98,1.23,1.19,32,87,51,36.11,80.97,654.44,227.07,4.05,Urea
Clay,Sugarcane,Flowering,Zaid,Canal,Potato,West,6.35,28.7,1.39,2.96,90,53,27,29.01,41.51,336.38,262.7,1.32,MOP
Silt,Potato,Harvest,Zaid,Rainfed,Rice,West,5.75,42.03,0.67,0.36,54,18,39,27.32,45.57,2717.1,265.79,4.5,Urea
Sandy,Tomato,Harvest,Zaid,Drip,Wheat,West,7.16,34.36,0.26,0.45,43,80,27,24.61,76.6,2501.43,100.1,1.2,Urea
Silt,Maize,Flowering,Kharif,Sprinkler,Rice,South,7.86,10.23,0.67,2.13,58,87,16,17.75,31.62,2815.91,194.66,6.24,Urea
Silt,Wheat,Vegetative,Kharif,Rainfed,Tomato,South,5.94,42.48,1.07,2.3,145,89,88,11.94,43.22,1202.06,55.16,5.05,NPK
Sandy,Cotton,Vegetative,Rabi,Sprinkler,Rice,West,6.21,31.11,0.48,1.47,24,69,39,23.31,61.28,2042.2,72.15,1.71,Urea
Clay,Cotton,Sowing,Rabi,Sprinkler,Rice,East,8.43,27.08,1.25,0.9,95,19,14,12.97,84.9,2619.76,154.72,5.15,DAP
Silt,Maize,Vegetative,Rabi,Rainfed,Sugarcane,West,7.64,14.71,0.49,1.0,123,14,78,37.17,45.95,1156.0,59.61,6.44,DAP
Sandy,Sugarcane,Harvest,Kharif,Sprinkler,Rice,Central,8.09,21.02,0.21,1.08,153,60,42,34.88,42.79,1528.68,136.48,4.09,Zinc Sulphate
Loamy,Maize,Vegetative,Zaid,Sprinkler,Maize,Central,6.26,21.19,0.86,0.75,101,16,15,28.59,88.49,1688.72,209.91,2.38,DAP
Loamy,Sugarcane,Sowing,Kharif,Drip,Rice,East,5.44,56.77,1.14,2.57,26,31,57,23.57,61.47,281.96,253.86,6.92,Urea
Loamy,Rice,Vegetative,Zaid,Canal,Cotton,West,6.15,31.63,0.65,0.29,34,33,113,23.63,33.75,2519.46,158.85,2.54,Urea
Sandy,Tomato,Flowering,Zaid,Canal,Tomato,East,7.36,12.1,1.17,1.28,92,51,13,23.94,46.59,2842.64,171.34,4.87,MOP
Loamy,Potato,Sowing,Rabi,Sprinkler,Wheat,South,4.94,16.94,0.77,2.27,39,31,22,32.36,62.02,1367.98,51.52,3.28,Urea
Silt,Sugarcane,Vegetative,Rabi,Canal,Tomato,East,5.58,13.95,0.42,0.11,78,44,115,13.79,34.32,1911.23,266.61,3.13,NPK
Loamy,Rice,Harvest,Zaid,Rainfed,Rice,East,4.69,39.44,0.32,2.65,23,64,35,25.94,71.55,1716.54,296.03,2.28,Urea
Loamy,Sugarcane,Flowering,Kharif,Drip,Potato,Central,6.23,19.33,1.12,2.15,125,12,58,34.38,61.35,1174.11,162.76,5.45,DAP
Silt,Rice,Harvest,Kharif,Sprinkler,Sugarcane,Central,7.81,34.93,0.7,0.31,59,80,29,25.3,72.58,430.81,125.89,7.09,Urea
Loamy,Potato,Harvest,Rabi,Rainfed,Maize,North,4.6,28.5,1.39,2.7,84,28,41,10.41,50.5,1656.38,93.97,1.09,DAP
Silt,Wheat,Flowering,Rabi,Sprinkler,Maize,North,7.2,50.19,0.9,1.51,54,51,105,17.34,55.2,883.51,231.19,3.22,Urea
Loamy,Tomato,Harvest,Zaid,Rainfed,Sugarcane,South,8.23,26.02,0.65,1.99,63,55,110,30.06,85.69,2026.56,152.83,6.74,Zinc Sulphate
Silt,Cotton,Vegetative,Zaid,Sprinkler,Sugarcane,East,5.45,32.91,0.65,2.66,26,81,117,38.03,42.64,1704.22,134.6,5.75,Urea
Loamy,Rice,Flowering,Zaid,Rainfed,Potato,Central,7.27,46.06,0.37,2.66,42,29,74,36.81,32.37,1853.48,197.62,1.92,Urea
Silt,Sugarcane,Flowering,Rabi,Rainfed,Tomato,East,8.4,31.67,0.97,1.29,84,42,98,34.68,88.93,1884.87,252.84,3.78,Zinc Sulphate
Sandy,Rice,Sowing,Zaid,Canal,Potato,North,8.35,49.66,0.96,0.79,107,15,98,38.5,30.45,2679.91,227.19,7.27,DAP
Silt,Sugarcane,Vegetative,Zaid,Drip,Tomato,East,5.44,43.08,1.24,0.85,39,24,62,18.4,83.29,612.78,252.78,5.37,Urea
Loamy,Cotton,Harvest,Zaid,Drip,Rice,East,4.9,30.53,0.46,2.32,51,78,74,10.37,79.56,2455.85,182.75,6.75,Urea
Loamy,Wheat,Harvest,Kharif,Sprinkler,Wheat,Central,5.09,35.2,0.58,2.8,116,87,12,20.63,59.26,2873.23,193.95,4.61,MOP
Clay,Rice,Vegetative,Zaid,Sprinkler,Rice,East,7.31,58.36,0.33,0.31,116,82,112,27.31,72.32,2219.68,53.28,2.69,NPK
Silt,Sugarcane,Flowering,Rabi,Canal,Sugarcane,Central,7.4,43.08,0.58,0.14,88,40,30,19.49,36.3,589.34,157.64,1.65,MOP
Sandy,Tomato,Flowering,Zaid,Rainfed,Wheat,North,7.2,55.25,0.76,2.49,101,15,52,11.33,75.82,2580.67,250.81,6.03,DAP
Silt,Cotton,Sowing,Kharif,Drip,Rice,West,5.84,18.94,1.45,1.22,28,10,34,25.22,77.03,2417.03,205.18,1.32,Urea
Silt,Potato,Vegetative,Zaid,Rainfed,Maize,North,5.18,34.16,1.05,0.9,61,28,94,15.99,33.08,2615.68,222.88,3.21,DAP
Sandy,Maize,Sowing,Rabi,Rainfed,Cotton,East,6.82,55.43,1.22,0.65,146,24,76,31.83,59.83,1561.76,87.2,2.94,DAP
Silt,Potato,Sowing,Rabi,Drip,Tomato,North,6.43,26.13,0.62,1.1,129,43,113,12.68,86.89,2496.69,278.54,2.23,SSP
Sandy,Maize,Harvest,Zaid,Sprinkler,Potato,West,7.42,58.38,0.39,2.92,151,73,102,38.74,87.07,631.24,237.29,4.88,SSP
Sandy,Rice,Vegetative,Rabi,Canal,Potato,East,6.27,14.85,0.53,2.93,91,58,44,36.3,89.07,1814.69,274.36,7.94,NPK
Silt,Potato,Vegetative,Kharif,Drip,Maize,East,5.85,55.13,0.53,1.06,91,84,95,36.22,69.4,1744.87,122.1,7.15,NPK
Silt,Potato,Vegetative,Rabi,Rainfed,Cotton,East,5.67,32.26,0.96,2.89,143,55,32,33.7,38.47,2710.86,196.09,2.55,MOP
Loamy,Potato,Harvest,Rabi,Canal,Maize,Central,5.35,13.69,0.64,0.97,42,60,22,29.01,54.77,2616.15,250.9,1.6,Urea
Loamy,Cotton,Flowering,Zaid,Rainfed,Maize,East,5.56,53.98,1.31,2.58,126,82,107,11.6,73.62,2204.91,153.94,6.68,DAP
Clay,Potato,Sowing,Rabi,Rainfed,Sugarcane,East,4.88,22.6,1.49,0.71,117,20,32,29.87,47.03,689.57,135.0,5.83,DAP
Clay,Rice,Harvest,Rabi,Canal,Sugarcane,East,5.89,11.11,0.65,2.5,70,13,72,32.41,78.61,2458.88,151.27,5.49,DAP
Silt,Sugarcane,Harvest,Kharif,Canal,Potato,East,4.65,16.79,1.12,1.13,142,50,108,13.92,81.68,1919.9,209.24,4.73,Compost
Sandy,Sugarcane,Flowering,Kharif,Drip,Tomato,East,5.25,42.96,1.05,0.67,69,73,92,28.47,75.81,2486.47,142.32,6.13,Compost
Clay,Maize,Harvest,Zaid,Canal,Sugarcane,East,7.49,58.89,0.45,2.81,102,10,24,24.37,50.53,2827.4,105.01,4.61,DAP
Silt,Sugarcane,Harvest,Zaid,Canal,Cotton,East,5.8,15.57,1.39,0.72,44,18,88,24.17,74.49,1460.25,176.77,4.62,Urea
Clay,Potato,Flowering,Zaid,Rainfed,Wheat,South,7.17,33.1,0.46,2.98,58,48,35,15.98,34.34,2284.62,67.11,3.71,Urea
Sandy,Sugarcane,Harvest,Kharif,Canal,Wheat,South,7.37,19.03,1.16,0.41,87,74,112,32.18,50.11,2924.27,276.21,6.69,Zinc Sulphate
Silt,Rice,Vegetative,Kharif,Sprinkler,Tomato,North,6.82,47.25,0.65,0.13,91,26,76,37.75,75.94,798.22,283.23,2.06,DAP
Sandy,Maize,Vegetative,Kharif,Rainfed,Sugarcane,North,8.33,15.9,0.68,2.63,138,76,90,33.63,77.69,2571.6,296.06,7.17,Zinc Sulphate
Silt,Wheat,Harvest,Rabi,Sprinkler,Rice,East,4.59,21.99,0.79,1.8,125,10,103,21.07,49.13,597.41,239.21,5.54,DAP
Clay,Tomato,Harvest,Rabi,Canal,Cotton,East,7.45,19.82,1.32,1.32,32,33,70,39.53,87.62,247.97,250.62,5.23,Urea
Loamy,Sugarcane,Harvest,Rabi,Canal,Cotton,East,8.34,37.63,0.38,0.34,55,86,37,20.93,46.4,2571.68,259.7,7.45,Urea
Clay,Maize,Vegetative,Kharif,Rainfed,Sugarcane,North,7.95,53.66,0.27,1.77,139,29,43,17.03,69.6,2887.65,93.31,5.53,DAP
Clay,Tomato,Sowing,Rabi,Canal,Sugarcane,Central,5.17,35.55,0.72,1.24,128,73,25,39.04,82.74,290.19,101.34,2.48,MOP
Loamy,Potato,Vegetative,Zaid,Rainfed,Sugarcane,North,5.81,12.91,0.27,1.5,143,29,52,33.69,63.08,2564.38,255.01,6.71,DAP
Loamy,Wheat,Flowering,Kharif,Sprinkler,Maize,East,5.19,38.17,1.09,1.93,38,85,114,32.84,54.75,2158.3,154.25,7.59,Urea
Silt,Wheat,Sowing,Rabi,Sprinkler,Cotton,West,6.91,49.88,1.19,1.96,56,49,20,12.32,42.68,2159.41,247.96,3.33,Urea
Silt,Potato,Harvest,Zaid,Drip,Tomato,South,7.35,16.61,1.31,2.89,120,39,33,15.76,41.79,1486.94,86.14,2.87,DAP
Sandy,Maize,Flowering,Zaid,Sprinkler,Sugarcane,West,5.77,13.64,1.17,2.0,104,32,96,10.56,39.54,1367.88,62.21,5.69,DAP
Sandy,Rice,Vegetative,Kharif,Drip,Potato,North,6.66,19.39,1.39,1.08,58,32,34,33.3,56.58,1244.45,149.35,7.55,Urea
Clay,Maize,Flowering,Rabi,Drip,Maize,Central,7.26,47.3,1.17,1.06,61,65,110,18.35,62.88,1269.15,117.86,3.06,MOP
Loamy,Wheat,Harvest,Kharif,Rainfed,Rice,West,6.19,39.58,1.42,1.48,72,56,86,13.97,80.34,2824.04,252.93,3.42,Compost
Sandy,Wheat,Sowing,Zaid,Canal,Sugarcane,West,7.92,37.03,0.45,0.85,69,26,28,15.46,43.04,2484.18,279.27,1.49,DAP
Clay,Wheat,Vegetative,Zaid,Rainfed,Cotton,South,7.59,22.47,0.85,1.19,124,11,118,29.23,75.31,1078.41,213.43,6.19,DAP
Loamy,Potato,Flowering,Zaid,Canal,Cotton,North,4.76,26.61,1.49,2.54,126,42,43,22.99,71.65,2273.58,76.36,6.74,Compost
